2011_001951,18
2011_000427,17 10 14
2008_006235,12 14
2012_001122,14
2012_000364,14
2012_004268,14
2012_002919,14
2008_001410,11
2011_004898,14
2011_006823,14
2010_000476,14
2012_003591,14
2012_002483,14
2012_001930,14
2011_002147,8 10 7
2010_003132,0
2010_001908,11 14
2010_004248,11
2011_003719,14
2010_006372,14
2011_005743,14
2011_006790,14
2012_000727,14
2011_005716,14
2012_003413,14
2009_004738,13 14
2010_001618,16
2009_000732,17
2012_002634,14
2008_000193,6 14
2010_006802,14
2011_003327,14
2011_007166,14
2011_005881,14
2012_000216,14
2011_002269,0
2011_003230,4 14
2009_001983,14
2011_003291,14
2010_005352,14
2010_004005,6
2010_003863,7
2009_002808,0
2010_000045,11
2012_002924,14
2009_004958,18
2007_007621,16
2011_006110,14
2010_006422,14
2008_001669,8 14
2012_001297,14
2010_006428,14
2010_006591,14
2011_006194,14
2008_004312,6
2008_001158,13 14
2008_002113,14
2008_007913,14 7
2012_001896,14
2011_004848,14
2011_005281,14
2008_005569,19 7
2008_002999,14
2011_004855,14
2008_003880,14
2011_002270,8
2010_001712,8 7
2012_003064,14
2009_001124,11
2011_005506,14
2009_002123,14 15
2012_000814,14
2008_003187,3
2011_005307,14
2010_002435,1 13 14
2011_000971,8
2010_006658,14
2011_000003,4 14
2008_006682,11
2010_002219,14
2009_004193,17 11
2009_001856,8 14
2012_003718,14
2011_005648,14
2008_003350,6 14
2008_008708,1 14
2008_002292,4
2008_006538,14 6
2011_005942,14
2009_001536,6
2012_000250,14
2011_002953,8 17
2009_001350,18 14
2008_000498,8
2009_000443,18
2009_003667,0
2008_003338,14
2011_005898,14
2010_005463,18
2010_006475,14
2011_004286,14
2012_001916,14
2010_000687,7
2008_001872,11
2008_000345,7
2011_007009,14
2009_003003,10 4 14 6
2012_001880,14
2009_005240,17 19
2008_001448,0
2012_003333,14
2011_003887,14
2008_005064,19 7
2008_006778,0
2012_000811,14
2011_001261,6
2010_001089,7
2010_003540,8 14
2010_006134,14
2008_004777,8
2011_004666,14
2008_000764,1 14
2010_001188,8 4 14
2012_003803,14
2011_003826,14
2010_005943,11 14
2011_000017,2
2010_005320,2
2009_002176,7
2009_004222,16
2008_006720,3
2011_005879,14
2009_001940,0 14
2012_003075,14
2011_005480,14
2010_006357,14
2007_007624,15
2009_001344,0
2010_005921,8
2009_003018,5
2010_000388,12
2011_000790,0
2010_006874,14
2011_005565,14
2011_006282,14
2012_004199,14
2008_002720,14
2012_003758,14
2012_000075,14
2010_005312,11 7
2009_003381,1
2011_002738,18
2008_004612,8
2008_005346,11 14
2011_006957,14
2011_004678,14
2009_003913,11
2008_002515,1 14
2008_007513,11
2011_004170,14
2009_004730,18
2011_003685,14
2012_001019,14
2009_003201,7
2009_000910,18
2010_002015,17 19
2008_001255,14
2010_002245,19 14
2010_000245,11 14
2010_006177,14
2007_004238,14
2012_000708,14
2011_002458,2
2009_001822,5 14
2008_005336,8 11 14 6
2009_001493,8 18
2011_000418,12
2012_003109,14
2008_008083,3 14
2012_000996,14
2011_007026,14
2008_005325,6
2011_003545,14
2012_002833,14
2012_001310,14
2012_000424,14
2009_001271,11
2008_000089,8
2008_005098,14 15
2010_004026,2
2011_005759,14
2011_004009,14
2012_003151,14
2011_002575,8 4 14
2008_006317,12 14
2011_003166,8 10 4 7
2009_000015,1
2012_001422,14
2010_006226,14
2012_001716,14
2010_004750,11
2011_007101,14
2008_001105,18
2011_005327,14
2007_004517,14
2007_003715,5
2008_006543,17 4 15
2008_007999,18
2010_001801,18
2010_005455,15
2011_004294,14
2009_000579,2
2011_003213,2
2011_005840,14
2011_004655,14
2008_001236,18
2009_004444,1
2011_005295,14
2009_002103,6
2012_001588,14
2008_001657,14
2011_004015,14
2011_002887,8
2011_005271,14
2009_002212,6
2011_002358,8 10 4 14
2010_000432,14
2010_004422,13 6
2008_002715,1 14
2012_002827,14
2008_000672,14
2012_003173,14
2008_002793,7
2008_005823,11
2009_002672,11
2011_003726,14
2007_005264,2
2009_000461,1 14 6
2012_003103,14
2008_004000,0
2012_000905,14
2012_003114,14
2010_003303,13 14
2012_003183,14
2011_004044,14
2008_006981,11
2008_000936,8 14
2011_003479,14
2012_004321,14
2010_003467,7
2010_005462,7
2009_001475,9
2008_006124,14
2010_004149,18
2011_005930,14
2008_003694,2
2010_005538,14
2012_001181,14
2012_000879,14
2008_005374,13 14
2011_004828,14
2011_006333,14
2011_005570,14
2009_002932,8 19 14
2009_004019,18
2008_000793,7
2008_000777,14
2008_003342,14
2012_001239,14
2011_001567,8 17 14
2007_008219,3 14
2011_000862,14
2008_003920,14
2009_001094,7
2011_005968,14
2011_006013,14
2011_004157,14
2008_005928,12 14
2011_006351,14
2008_001607,14
2008_003782,12
2009_003813,8
2008_001318,14
2011_007182,14
2008_005175,1
2007_007890,15
2008_000715,14
2008_006599,7
2010_002278,14 7
2012_004240,14
2010_003010,11 14
2011_005258,14
2011_005407,14
2011_001866,2
2010_006884,14
2009_002659,13 14
2010_004900,11
2012_004075,14
2012_003219,14
2008_007969,5
2012_003844,14
2010_006695,14
2012_001722,14
2010_001057,7
2011_005221,14
2011_003418,14
2011_002915,14
2011_004664,14
2012_002285,14
2012_003189,14
2011_001526,8 10 14
2007_001774,7
2012_001409,14
2008_004696,12
2010_006312,14
2008_008307,1 14
2011_006514,14
2011_003900,14
2012_002583,14
2009_002308,3 14
2009_004058,12
2011_005882,14
2007_002370,14 6
2008_005832,6 14
2011_003899,14
2012_002160,14
2012_003032,14
2011_000276,0
2011_002052,14
2011_000075,14
2010_006176,14
2008_008675,9
2012_001022,14
2011_001842,8 10 14
2010_006607,14
2012_000508,14
2010_001891,11 14
2012_000923,14
2009_004105,12
2012_003275,14
2012_003397,14
2009_002302,11
2010_006683,14
2008_000465,17 15
2008_007704,8 10 4
2010_006947,14
2010_000918,2
2008_002969,14
2011_006815,14
2012_003474,14
2012_004259,14
2008_000365,14
2011_006596,14
2007_000799,12 14
2010_001463,4
2011_001792,14
2009_001670,8 10 15
2010_003807,6
2011_005117,14
2008_003232,2
2011_002041,8
2009_004438,14 15
2009_004199,4
2010_000469,7
2010_002722,18 14
2010_006788,14
2011_005020,14
2009_004273,3
2012_000065,14
2011_001930,8
2010_006270,14
2011_003543,14
2012_000168,14
2012_001443,14
2010_006622,14
2010_001356,16
2012_004016,14
2010_005287,7
2011_002551,8 14
2010_002085,0
2008_000397,8 10
2011_005845,14
2009_002754,2
2011_001803,14
2009_000029,11
2011_006301,14
2012_000763,14
2012_000414,14
2011_001529,1 14
2008_008511,13 14
2008_002042,14
2011_005946,14
2011_006862,14
2008_001910,8 4 14
2011_006753,14
2010_000872,7
2009_002543,3
2009_000051,18
2011_000907,14
2011_003994,14
2010_004918,7
2008_003947,14
2011_000025,5 6
2011_001673,6
2012_000695,14
2012_000011,14
2011_005529,14
2009_001839,19
2012_003073,14
2010_006342,14
2009_001580,14
2011_004825,14
2008_004226,14
2008_002638,8 19 11 14
2008_001235,12 14
2012_003515,14
2011_002873,9
2010_004366,11
2010_006347,14
2011_006235,14
2011_004726,14
2010_006812,14
2008_007966,3 4 14
2009_004754,2
2010_006511,14
2011_005717,14
2011_006615,14
2007_006673,3
2011_006646,14
2011_005071,14
2011_004216,14
2009_000436,14
2011_006702,14
2012_003512,14
2011_006031,14
2008_001460,15
2008_006881,2 14 15
2009_001075,11
2011_005507,14
2009_000037,2
2012_003015,14
2012_000142,14
2011_003791,14
2012_000031,14
2012_002758,14
2007_008645,3
2012_001396,14
2009_002838,18 14
2009_004886,2
2011_006595,14
2010_003899,3
2010_005899,7
2008_006849,18
2009_003406,6
2012_000984,14
2009_000565,12 14
2010_002844,6 14
2011_002313,14
2007_000862,3 14
2008_003045,7
2010_000109,7
2012_003863,14
2012_000587,14
2009_002705,19 14
2012_000813,14
2011_005593,14
2011_002132,0
2010_001987,16
2011_004624,14
2011_004592,14
2011_000631,3
2012_002853,14
2009_000097,5 6
2008_002418,1 14
2012_003429,14
2012_001936,14
2011_000877,14
2010_004223,8 14
2009_003249,16
2010_003239,9 14
2008_003414,18 14
2011_007122,14
2011_004224,14
2012_003450,14
2010_001767,17 6 14
2012_000831,14
2011_004331,14
2011_005991,14
2011_006074,14
2008_005982,1
2010_001544,15 7
2011_004768,14
2010_001734,18 14 6
2009_003726,8
2010_001747,17 7
2010_000001,8 10 7
2012_001032,14
2010_005546,6
2011_006092,14
2010_003687,7
2008_006182,4
2012_001286,14
2008_001034,8 14
2008_007057,11
2011_005218,14
2010_005377,6
2012_003523,14
2012_003207,14
2008_001648,14
2009_002556,8 14
2010_005668,9
2008_007019,1 14
2011_002794,14
2008_005534,2
2011_000590,14
2008_008526,17 4 14
2010_006320,14
2012_001994,14
2008_003542,14
2012_003682,14
2010_003735,11
2009_004804,18
2010_001339,11
2009_003350,7
2010_004518,7
2011_000472,8
2008_004914,18
2012_001347,14
2012_003281,14
2008_004716,3 14
2012_001831,14
2011_006136,14
2012_003584,14
2008_003496,17 14
2010_004616,5
2012_002736,14
2008_000965,14
2008_004964,8 17
2011_003620,14
2008_004221,14
2008_007970,0 14
2009_000009,2 3
2007_001733,16
2009_001171,14
2008_008029,17 14
2008_002730,14
2010_003276,6
2012_002348,14
2009_003200,5
2011_000973,7
2011_003173,14
2010_005389,5 14
2012_000894,14
2008_000723,14
2008_001694,8 17 15
2012_001813,14
2008_004044,11 14
2008_003370,14
2010_000342,1
2008_001907,14
2008_001455,14
2010_003659,2
2011_004124,14
2010_001830,4
2007_009579,14
2010_006237,14
2010_002098,7
2008_002007,14
2011_005867,14
2009_004159,18 14 15
2008_003005,6
2012_003614,14
2009_000045,11
2008_005350,5 6 14
2012_000255,14
2011_004100,14
2011_003623,14
2008_007742,8 14
2011_005688,14
2012_002193,14
2012_001149,14
2008_003775,6 14
2008_006585,4
2012_004247,14
2011_001942,9
2012_002500,14
2009_001562,7
2010_006432,14
2008_003448,8 14
2009_000104,5
2011_006097,14
2009_002625,0
2008_007524,12 14
2011_004889,14
2008_005417,8 15
2011_004274,14
2009_001768,16 14
2008_001852,14
2010_001240,7
2009_004016,11
2012_003929,14
2010_001737,7
2011_005202,14
2011_003047,8 19 15
2010_002287,8 11
2012_004084,14
2012_002707,14
2012_003712,14
2011_005035,14
2011_002757,14
2010_006282,14
2009_000816,8
2010_006518,14
2010_005238,8 7
2010_000733,14
2010_001550,6
2009_001042,18 14
2012_002620,14
2011_002072,14
2011_003475,14
2008_000607,14
2008_004856,7
2012_003901,14
2009_000477,3
2012_002774,14
2011_006491,14
2008_004120,7
2011_003871,14
2011_002798,8 10 4 14
2009_001061,13
2008_001961,6
2011_006353,14
2012_002387,14
2008_005706,16
2012_000671,14
2011_001720,4
2008_004408,8
2011_003643,14
2010_006483,14
2010_004922,12 14
2010_003082,11
2011_005471,14
2012_001208,14
2011_003712,14
2010_006070,1 6
2011_002842,8 19 4 14
2007_005705,3
2009_004969,0
2008_002845,7
2009_002833,1
2012_004147,14
2010_006571,14
2010_000723,14 6
2010_006633,14
2009_004744,11
2012_000028,14
2008_005114,0
2012_000140,14
2008_002321,14
2012_002916,14
2012_002630,14
2010_001753,1 4
2012_001657,14
2010_005904,14
2008_008652,1 14
2010_002692,7
2011_003658,14
2012_000314,14
2011_004588,14
2009_001326,5 14
2008_001970,3 14
2010_006524,14
2011_005444,14
2012_002234,14
2011_001213,1 14
2011_003373,14
2009_001964,19
2012_003638,14
2010_005494,13 14
2010_000948,7
2007_000061,3
2009_001160,2
2008_003228,14 7
2011_006709,14
2011_000393,14
2011_000511,2
2009_002898,7
2010_006557,14
2011_006286,14
2011_004088,14
2008_008469,5 14
2009_004179,8 11 14 6
2008_001805,0 14
2011_006661,14
2010_002228,11
2011_007189,14
2009_001812,19
2011_006532,14
2011_004362,14
2010_001907,8 10 14
2011_005458,14
2008_007011,18
2007_003611,12 14
2010_002029,11
2008_001501,14
2009_001741,2
2008_002064,2
2012_002118,14
2012_000574,14
2011_004975,14
2012_003660,14
2009_003384,15
2008_005860,17 11
2011_004069,14
2008_005817,19
2012_004254,14
2011_000621,8 17 10
2010_001606,1
2008_007070,16
2012_002691,14
2011_002921,13 14
2011_007210,14
2011_006489,14
2009_003660,7
2008_008659,1 14 6
2010_004753,8 7
2008_002331,14
2011_005220,14
2011_005895,14
2011_005114,14
2008_002697,12
2011_003537,14
2012_000982,14
2008_008141,13 6 14
2012_000262,14
2009_000790,2
2011_007087,14
2009_004841,7
2009_000516,3
2010_005437,6
2012_001071,14
2008_002597,7
2010_006455,14
2008_003672,14
2008_000074,6
2011_007165,14
2011_003055,6
2009_000350,7
2011_004333,14
2010_000291,19 7
2011_003575,14
2008_005094,19 4 14
2012_000479,14
2008_002512,14
2010_001518,11
2010_002484,14
2011_007157,14
2011_004349,14
2011_004990,14
2008_005567,17 14
2012_002877,14
2011_000804,5
2010_000548,9 14
2010_006204,14
2010_002935,2
2011_005568,14
2008_004585,8
2012_001315,14
2012_003538,14
2010_001219,4 14 15
2011_003962,14
2010_006605,14
2012_002374,14
2010_002060,11
2010_002534,11
2008_003617,1 14
2008_000202,8 19 4 14
2010_000788,11
2010_005297,9
2010_003588,11 14
2012_000157,14
2012_003124,14
2012_000654,14
2010_006191,14
2009_002009,18
2008_008184,14 15
2009_001303,8 10 15
2012_001457,14
2008_003514,4 14
2011_004750,14
2008_007914,7
2010_002592,6
2012_000898,14
2009_002844,8 10
2011_005193,14
2012_002304,14
2012_000265,14
2008_003447,12 14
2011_004542,14
2011_006735,14
2010_000648,11 14
2012_002169,14
2008_002399,2
2011_004662,14
2008_007676,10 14
2012_001685,14
2010_000729,3
2008_000952,6
2012_003388,14
2010_003201,9
2011_004846,14
2009_001360,2
2012_001676,14
2009_004705,7
2010_003526,2 14
2012_000736,14
2008_001444,4 14
2008_003531,14
2007_006303,15 7
2011_003752,14
2012_000939,14
2011_001669,6
2010_000056,1
2008_003697,17 14
2011_007102,14
2011_006000,14
2011_005798,14
2008_004460,8 4
2011_005813,14
2007_006788,14
2008_001745,14
2010_001540,1
2007_001594,16 11 14
2009_001201,11
2012_001864,14
2008_002631,1 14
2008_003477,8 10
2010_000639,8 11 15
2011_005862,14
2008_002067,14 7
2010_005804,6
2012_001082,14
2007_003571,3
2012_004041,14
2011_002883,7
2010_004836,19
2010_006035,11
2008_000834,3 14
2012_000165,14
2008_000908,14
2011_001019,18
2011_002019,9 14
2012_003351,14
2009_003837,2
2011_002012,0
2011_006959,14
2012_003626,14
2010_000358,14
2009_000244,18
2010_000413,12 14
2011_006948,14
2008_004849,10 14
2009_005094,14 6
2011_002554,17 19 14
2012_001608,14
2011_005754,14
2012_001752,14
2011_003326,14
2010_003483,7
2010_005206,11
2011_001505,2
2009_002232,19
2012_002415,14
2012_003170,14
2010_003371,7
2009_004943,16
2012_004205,14
2010_005892,7
2008_004926,4 14
2012_002516,14
2011_003671,14
2010_002022,11 14
2011_003084,14
2010_004096,6
2010_001275,6
2011_001392,14
2011_002965,8 17
2010_006194,14
2010_004514,16
2008_006705,10 14
2011_005474,14
2008_007031,9
2010_006635,14
2008_006377,14 7
2009_001419,7
2012_000818,14
2007_002344,14
2009_001643,16
2007_007763,14
2010_005972,8 14
2011_000747,4 15
2008_002464,19
2009_000804,11
2009_000990,5 14
2010_006933,14
2009_003261,12 14
2008_005957,19 14
2008_005679,11
2010_000883,11 14
2009_001501,0
2012_001504,14
2011_000287,14
2008_004020,6 14
2010_004450,11
2011_000350,14
2009_003476,15
2012_002735,14
2010_005706,18
2009_001864,8 19 14 15
2011_005433,14
2010_006643,14
2012_000903,14
2011_005966,14
2012_001465,14
2012_000388,14
2011_003982,14
2012_003398,14
2009_001568,11
2011_001568,7
2010_001783,7
2011_006851,14
2008_002961,2
2012_002513,14
2011_000607,8 19
2011_000843,8 4 14
2010_006657,14
2010_005585,8 11 14
2012_000714,14
2011_007203,14
2011_004734,14
2008_008084,1 14
2009_000188,8 10
2011_007114,14
2011_004359,14
2008_006064,1 14
2008_001598,14
2011_007045,14
2008_002370,1 13
2008_006758,12 14
2008_002262,14
2011_001451,8 17
2010_000984,18
2010_005725,2
2009_003513,11
2012_001947,14
2011_005777,14
2010_001986,13 14
2007_000504,9 14
2009_002599,0
2009_002422,9
2009_002131,13 14
2011_006915,14
2011_001606,6
2012_000650,14
2011_002918,14
2011_001612,1 14
2012_002737,14
2011_000932,8 10 14
2009_003315,2
2008_000964,9
2008_007855,7
2008_007289,7
2011_000189,14
2012_001471,14
2010_004197,4 7
2010_003634,8
2012_003701,14
2008_005921,1 14
2011_005955,14
2012_002866,14
2008_000403,12 14
2009_001994,14
2009_001268,17
2009_002175,18 14
2011_004845,14
2008_002853,14
2008_004847,0
2011_004440,14
2008_007313,13
2008_004528,11
2011_004966,14
2011_003778,14
2007_007203,8 19 14
2010_001450,11
2011_005266,14
2011_006389,14
2011_006946,14
2008_008666,16
2008_008132,9
2010_000272,3
2012_003845,14
2010_004373,6
2009_000209,8
2012_004291,14
2011_005022,14
2012_001070,14
2011_003632,14
2011_006051,14
2011_006414,14
2008_004259,19
2012_002986,14
2008_006218,7
2009_000247,10 4 14
2011_006106,14
2012_002573,14
2008_004428,15
2007_002624,10 14
2010_005388,8 17
2008_003761,14
2012_001830,14
2008_003610,14
2009_004440,5 6
2010_006883,14
2011_000638,14
2011_001885,13 6 14
2011_001290,13
2012_001324,14
2010_005253,11
2009_004082,11
2008_000696,12
2011_006283,14
2011_004339,14
2012_002698,14
2010_003559,0
2007_008403,7
2012_002263,14
2007_000904,9 12 14
2012_002127,14
2011_005072,14
2008_007629,0
2008_007286,11 4 14
2008_000090,1 14
2009_000453,8 14
2010_005896,2
2011_001927,18
2009_002772,9 14
2009_002982,18
2012_003517,14
2008_002988,17 14
2011_004056,14
2010_000175,7
2012_001505,14
2010_005886,7
2012_001007,14
2012_003533,14
2012_001892,14
2008_005221,11
2011_001656,12
2009_004084,2
2011_006637,14
2008_004592,8 1
2011_003853,14
2011_006465,14
2011_004770,14
2008_000348,19
2008_006868,17 7
2010_004157,7
2008_006598,2
2012_002058,14
2010_003541,16
2008_001914,1 14
2008_002958,11 6
2012_003696,14
2011_001666,8
2008_007789,14
2011_006410,14
2010_000103,2
2009_001850,0
2008_008755,1 14
2012_002641,14
2008_001791,1 14
2012_000475,14
2011_000551,5
2011_003763,14
2010_004282,14
2008_008598,5 14
2010_005301,0
2011_005159,14
2010_005942,0 14
2009_003635,0
2008_001645,12 14
2008_008275,18 14
2011_000268,2
2012_002677,14
2008_008627,1
2009_004681,5 14
2008_000953,4 14 6
2011_004003,14
2012_001693,14
2009_000160,6
2011_005817,14
2010_005192,3
2011_006965,14
2012_004054,14
2012_004058,14
2008_005329,8 19
2012_002340,14
2008_003008,14
2009_004552,2
2011_004696,14
2011_004436,14
2009_001472,5 6
2010_003625,8 10 4 14
2008_006952,17 10 4 14
2010_005596,5 14
2008_004125,12 14
2011_005304,14
2010_002080,18
2011_003615,14
2012_003499,14
2009_004153,0
2010_004828,4 14
2011_005255,14
2008_007596,9
2009_005145,8 10
2008_002917,14
2011_003415,14
2009_001972,2
2008_001090,14
2009_004397,3
2011_006186,14
2009_004806,14
2012_003070,14
2010_006067,0
2011_000027,4
2010_001516,17 7
2012_001631,14
2011_004810,14
2008_007833,1 14
2010_000836,2
2011_005701,14
2008_006879,13 14
2011_004030,14
2008_007794,7
2010_003362,2
2011_001464,17 11
2011_006993,14
2012_002039,14
2011_006923,14
2011_001955,14
2012_003527,14
2011_004023,14
2007_003745,14
2008_000270,17 11 14
2012_003900,14
2012_002881,14
2008_006872,14 6
2011_004728,14
2009_003638,18
2011_003372,14
2008_005956,2
2009_001991,16
2011_007006,14
2011_004053,14
2009_001644,17 19 15
2008_002311,8 10 4 14
2008_006055,18
2010_001729,3 14
2012_000533,14
2010_006426,14
2008_004319,11
2008_006275,15 14 6
2010_006460,14
2007_005845,14 7
2009_000021,6 14
2011_003356,14
2008_000228,14
2012_001059,14
2011_001616,8 10 14
2012_000077,14
2008_001278,12 14
2011_005320,14
2009_000032,0
2008_007736,7
2012_002651,14
2011_005374,14
2011_000539,14
2011_002964,14
2010_000947,5 6
2012_001311,14
2011_003298,14
2011_003631,14
2010_005584,8 11
2011_003075,14
2011_007043,14
2008_007726,7
2008_003835,6
2012_002660,14
2008_001113,14
2011_004944,14
2011_006991,14
2009_003199,0
2010_002425,7
2010_002794,11
2009_003951,18 14
2008_002612,11
2012_000582,14
2010_003893,5 6
2009_000858,13 14
2010_003723,0
2009_002117,6
2011_004260,14
2011_006038,14
2010_002137,17 15 14 7
2011_006937,14
2010_004785,6 14
2008_003437,14
2008_003334,13 14
2011_005964,14
2008_005553,1 14
2010_006760,14
2008_007954,4
2008_002039,14
2009_003592,5 6 14
2012_000274,14
2011_006118,14
2008_002151,0 14
2008_001467,8 14 15
2011_006540,14
2008_007955,13 14
2008_001464,12 14
2012_000278,14
2012_000967,14
2012_001211,14
2011_003201,8 17
2008_007402,8 10 14
2012_003377,14
2008_006250,10 14
2010_001845,11
2008_005673,7
2008_007610,7
2010_002406,7
2011_003177,0
2009_002272,0
2008_000457,6
2012_003448,14
2010_004139,6
2010_002026,7
2012_001868,14
2012_000858,14
2012_000875,14
2011_005797,14
2010_006993,14
2008_006950,15
2011_005013,14
2008_008618,18 14
2010_005213,0
2010_006816,14
2012_001878,14
2009_000971,9
2011_001122,14
2012_003108,14
2012_001820,14
2009_005084,18
2010_002310,0
2011_005297,14
2009_001227,7
2008_004764,12 14
2010_006536,14
2008_007166,8 17 10
2008_008570,0
2012_000241,14
2008_002456,14
2008_004667,6
2008_001998,14
2012_000993,14
2011_005762,14
2008_001801,0 14
2007_000738,0
2010_003714,12
2008_004145,4
2012_001525,14
2008_002465,18
2012_000323,14
2008_000725,1 14
2010_000748,3 14
2008_007389,6
2011_004773,14
2009_000470,14
2012_001463,14
2011_006021,14
2008_003275,0 3
2008_002176,14
2012_003632,14
2011_003054,1 13 14
2009_002855,7
2010_003231,6
2010_005384,11 14
2008_001183,14
2011_004732,14
2011_006864,14
2010_004824,6
2008_007945,12
2011_002745,14
2011_004108,14
2011_003363,14
2012_001405,14
2009_002254,0
2009_002257,8 14
2012_002291,14
2011_003380,14
2010_004631,11
2011_007062,14
2007_007003,5 6
2008_001843,3
2011_001827,18
2012_000766,14
2011_003232,3 14
2008_002827,14
2010_000893,1 19 15
2007_006254,18
2011_005665,14
2010_003762,10 4
2012_003412,14
